category,category_url,article_name,article_url,parent_category,idioma,article_name_es
Puigcerdá,https://es.wikipedia.org/wiki/Categor%C3%ADa:Puigcerd%C3%A1,Vilallobent,https://es.wikipedia.org/wiki/Vilallobent,,es,Vilallobent
Nacidos en Puigcerdá,https://es.wikipedia.org/wiki/Categor%C3%ADa:Nacidos_en_Puigcerd%C3%A1,Miguel Barnades,https://es.wikipedia.org/wiki/Miguel_Barnades,Puigcerdá,es,Miguel Barnadas
Nacidos en Puigcerdá,https://es.wikipedia.org/wiki/Categor%C3%ADa:Nacidos_en_Puigcerd%C3%A1,Pere Borrell del Caso,https://es.wikipedia.org/wiki/Pere_Borrell_del_Caso,Puigcerdá,es,Pere Borrell del Caso
Nacidos en Puigcerdá,https://es.wikipedia.org/wiki/Categor%C3%ADa:Nacidos_en_Puigcerd%C3%A1,Lleó Borrell,https://es.wikipedia.org/wiki/Lle%C3%B3_Borrell,Puigcerdá,es,León Borrell
Nacidos en Puigcerdá,https://es.wikipedia.org/wiki/Categor%C3%ADa:Nacidos_en_Puigcerd%C3%A1,Guillem Capdevila,https://es.wikipedia.org/wiki/Guillem_Capdevila,Puigcerdá,es,Guillermo Capdevila
Nacidos en Puigcerdá,https://es.wikipedia.org/wiki/Categor%C3%ADa:Nacidos_en_Puigcerd%C3%A1,Rafael Degollada,https://es.wikipedia.org/wiki/Rafael_Degollada,Puigcerdá,es,Rafael Degollada
Nacidos en Puigcerdá,https://es.wikipedia.org/wiki/Categor%C3%ADa:Nacidos_en_Puigcerd%C3%A1,Juan Fabra y Floreta,https://es.wikipedia.org/wiki/Juan_Fabra_y_Floreta,Puigcerdá,es,Juan Fabra y Floreta
Nacidos en Puigcerdá,https://es.wikipedia.org/wiki/Categor%C3%ADa:Nacidos_en_Puigcerd%C3%A1,José Font Marimont,https://es.wikipedia.org/wiki/Jos%C3%A9_Font_Marimont,Puigcerdá,es,José Font Marimont
Nacidos en Puigcerdá,https://es.wikipedia.org/wiki/Categor%C3%ADa:Nacidos_en_Puigcerd%C3%A1,José Antonio Hermida,https://es.wikipedia.org/wiki/Jos%C3%A9_Antonio_Hermida,Puigcerdá,es,José Antonio Hermida
Nacidos en Puigcerdá,https://es.wikipedia.org/wiki/Categor%C3%ADa:Nacidos_en_Puigcerd%C3%A1,Tomás Junoy,https://es.wikipedia.org/wiki/Tom%C3%A1s_Junoy,Puigcerdá,es,Tomás Junoy
Nacidos en Puigcerdá,https://es.wikipedia.org/wiki/Categor%C3%ADa:Nacidos_en_Puigcerd%C3%A1,Francisco Piguillem,https://es.wikipedia.org/wiki/Francisco_Piguillem,Puigcerdá,es,Francisco Piguillem
Alp,https://ca.wikipedia.org/wiki/Categoria:Alp,Alp,https://ca.wikipedia.org/wiki/Alp,,ca,Alp
Alp,https://ca.wikipedia.org/wiki/Categoria:Alp,Alp 2500,https://ca.wikipedia.org/wiki/Alp_2500,,ca,Alp 2500
Alp,https://ca.wikipedia.org/wiki/Categoria:Alp,Jacint Béjar i Salvadó,https://ca.wikipedia.org/wiki/Jacint_B%C3%A9jar_i_Salvad%C3%B3,,ca,Jacinto Béjar y Salvadó
Alp,https://ca.wikipedia.org/wiki/Categoria:Alp,La Molina (estació d'esquí),https://ca.wikipedia.org/wiki/La_Molina_(estaci%C3%B3_d%27esqu%C3%AD),,ca,La Molina (estación de esquí)
Alp,https://ca.wikipedia.org/wiki/Categoria:Alp,Masella,https://ca.wikipedia.org/wiki/Masella,,ca,Masilla
Alp,https://ca.wikipedia.org/wiki/Categoria:Alp,La Molina,https://ca.wikipedia.org/wiki/La_Molina,,ca,La Molina
Alp,https://ca.wikipedia.org/wiki/Categoria:Alp,Sis Dies Internacionals d'Enduro 1985,https://ca.wikipedia.org/wiki/Sis_Dies_Internacionals_d%27Enduro_1985,,ca,Seis Días Internacionales de Enduro 1985
Alp,https://ca.wikipedia.org/wiki/Categoria:Alp,Telecabina de la Molina - Alp 2500,https://ca.wikipedia.org/wiki/Telecabina_de_la_Molina_-_Alp_2500,,ca,Telecabina de La Molina - Alp 2500
Edificis d'Alp,https://ca.wikipedia.org/wiki/Categoria:Edificis_d%27Alp,Gràfic,https://ca.wikipedia.orghttps://iw.toolforge.org/vcat/catgraphRedirect?wiki=cawiki&title=Categoria:Edificis_d%27Alp&links=graph,Alp,ca,Gráfico
Edificis d'Alp,https://ca.wikipedia.org/wiki/Categoria:Edificis_d%27Alp,Capella de la Mare de Déu de les Neus (la Molina),https://ca.wikipedia.org/wiki/Capella_de_la_Mare_de_D%C3%A9u_de_les_Neus_(la_Molina),Alp,ca,Capilla de la Virgen de las Nieves (La Molina)
Edificis d'Alp,https://ca.wikipedia.org/wiki/Categoria:Edificis_d%27Alp,Capella de la Mare de Déu de Montserrat (Alp),https://ca.wikipedia.org/wiki/Capella_de_la_Mare_de_D%C3%A9u_de_Montserrat_(Alp),Alp,ca,Capilla de la Virgen de Montserrat (Alp)
Edificis d'Alp,https://ca.wikipedia.org/wiki/Categoria:Edificis_d%27Alp,Estació d'Urtx-Alp,https://ca.wikipedia.org/wiki/Estaci%C3%B3_d%27Urtx-Alp,Alp,ca,Estación de Urtx-Alp
Edificis d'Alp,https://ca.wikipedia.org/wiki/Categoria:Edificis_d%27Alp,Estació de la Molina,https://ca.wikipedia.org/wiki/Estaci%C3%B3_de_la_Molina,Alp,ca,Estación de la Molina
Edificis d'Alp,https://ca.wikipedia.org/wiki/Categoria:Edificis_d%27Alp,Font de Sant Isidre (Alp),https://ca.wikipedia.org/wiki/Font_de_Sant_Isidre_(Alp),Alp,ca,Fuente de San Isidro (Alp)
Edificis d'Alp,https://ca.wikipedia.org/wiki/Categoria:Edificis_d%27Alp,La Torrassa (Alp),https://ca.wikipedia.org/wiki/La_Torrassa_(Alp),Alp,ca,La Torrassa (Alp)
Edificis d'Alp,https://ca.wikipedia.org/wiki/Categoria:Edificis_d%27Alp,Mas Sant Josep (Alp),https://ca.wikipedia.org/wiki/Mas_Sant_Josep_(Alp),Alp,ca,Mas Sant Josep (Alp)
Edificis d'Alp,https://ca.wikipedia.org/wiki/Categoria:Edificis_d%27Alp,Monestir de Sant Esteve i Sant Hilari,https://ca.wikipedia.org/wiki/Monestir_de_Sant_Esteve_i_Sant_Hilari,Alp,ca,Monasterio de Sant Esteve y Sant Hilari
Edificis d'Alp,https://ca.wikipedia.org/wiki/Categoria:Edificis_d%27Alp,Xalet refugi Pere Carné,https://ca.wikipedia.org/wiki/Xalet_refugi_Pere_Carn%C3%A9,Alp,ca,Chalet refugio Pere Carné
Edificis d'Alp,https://ca.wikipedia.org/wiki/Categoria:Edificis_d%27Alp,Refugi de muntanya de Sagramorta,https://ca.wikipedia.org/wiki/Refugi_de_muntanya_de_Sagramorta,Alp,ca,Refugio de montaña de Sagramorta
Edificis d'Alp,https://ca.wikipedia.org/wiki/Categoria:Edificis_d%27Alp,Sant Pere d'Alp,https://ca.wikipedia.org/wiki/Sant_Pere_d%27Alp,Alp,ca,San Pedro de Alp
Edificis d'Alp,https://ca.wikipedia.org/wiki/Categoria:Edificis_d%27Alp,Santa Maria d'Ovella,https://ca.wikipedia.org/wiki/Santa_Maria_d%27Ovella,Alp,ca,Santa María de Oveja
Edificis d'Alp,https://ca.wikipedia.org/wiki/Categoria:Edificis_d%27Alp,Torre del Riu,https://ca.wikipedia.org/wiki/Torre_del_Riu,Alp,ca,Torre del Río
Edificis d'Alp,https://ca.wikipedia.org/wiki/Categoria:Edificis_d%27Alp,Xalet de la Molina,https://ca.wikipedia.org/wiki/Xalet_de_la_Molina,Alp,ca,Chalet de la Molina
Edificis d'Alp,https://ca.wikipedia.org/wiki/Categoria:Edificis_d%27Alp,Xalet-Refugi UEC La Molina,https://ca.wikipedia.org/wiki/Xalet-Refugi_UEC_La_Molina,Alp,ca,Chalet-Refugio UEC La Molina
Geografia d'Alp,https://ca.wikipedia.org/wiki/Categoria:Geografia_d%27Alp,Llista de topònims d'Alp,https://ca.wikipedia.org/wiki/Llista_de_top%C3%B2nims_d%27Alp,Alp,ca,Lista de topónimos de Alp
Geografia d'Alp,https://ca.wikipedia.org/wiki/Categoria:Geografia_d%27Alp,Avetar de Sagramorta,https://ca.wikipedia.org/wiki/Avetar_de_Sagramorta,Alp,ca,Avetar de Sagramorta
Geografia d'Alp,https://ca.wikipedia.org/wiki/Categoria:Geografia_d%27Alp,Serrat del Boscarró,https://ca.wikipedia.org/wiki/Serrat_del_Boscarr%C3%B3,Alp,ca,Serrat del Boscarró
Geografia d'Alp,https://ca.wikipedia.org/wiki/Categoria:Geografia_d%27Alp,Collada de Toses,https://ca.wikipedia.org/wiki/Collada_de_Toses,Alp,ca,Collada de Toses
Geografia d'Alp,https://ca.wikipedia.org/wiki/Categoria:Geografia_d%27Alp,Serrat d'Escobairó,https://ca.wikipedia.org/wiki/Serrat_d%27Escobair%C3%B3,Alp,ca,Serrado de Escobairó
Geografia d'Alp,https://ca.wikipedia.org/wiki/Categoria:Geografia_d%27Alp,Muntanya del Paborde,https://ca.wikipedia.org/wiki/Muntanya_del_Paborde,Alp,ca,Monte del Paborde
Muntanyes d'Alp,https://ca.wikipedia.org/wiki/Categoria:Muntanyes_d%27Alp,Gràfic,https://ca.wikipedia.orghttps://iw.toolforge.org/vcat/catgraphRedirect?wiki=cawiki&title=Categoria:Muntanyes_d%27Alp&links=graph,Geografia d'Alp,ca,Gráfico
Muntanyes d'Alp,https://ca.wikipedia.org/wiki/Categoria:Muntanyes_d%27Alp,La Tosa,https://ca.wikipedia.org/wiki/La_Tosa,Geografia d'Alp,ca,La Tosa
Muntanyes d'Alp,https://ca.wikipedia.org/wiki/Categoria:Muntanyes_d%27Alp,Roca d'Alp,https://ca.wikipedia.org/wiki/Roca_d%27Alp,Geografia d'Alp,ca,Roca de Alp
Muntanyes d'Alp,https://ca.wikipedia.org/wiki/Categoria:Muntanyes_d%27Alp,Cap de les Costes de l'Huguet,https://ca.wikipedia.org/wiki/Cap_de_les_Costes_de_l%27Huguet,Geografia d'Alp,ca,Jefe de las Costas del Huguet
Muntanyes d'Alp,https://ca.wikipedia.org/wiki/Categoria:Muntanyes_d%27Alp,Roca Castellana (Alp),https://ca.wikipedia.org/wiki/Roca_Castellana_(Alp),Geografia d'Alp,ca,Roca Castellana (Alp)
Muntanyes d'Alp,https://ca.wikipedia.org/wiki/Categoria:Muntanyes_d%27Alp,Muntanya de Saltèguet,https://ca.wikipedia.org/wiki/Muntanya_de_Salt%C3%A8guet,Geografia d'Alp,ca,Monte de Saltéguet
Muntanyes d'Alp,https://ca.wikipedia.org/wiki/Categoria:Muntanyes_d%27Alp,Turó de la Perdiu,https://ca.wikipedia.org/wiki/Tur%C3%B3_de_la_Perdiu,Geografia d'Alp,ca,Cerro de la Perdiz
Muntanyes d'Alp,https://ca.wikipedia.org/wiki/Categoria:Muntanyes_d%27Alp,Tossal de la Pia,https://ca.wikipedia.org/wiki/Tossal_de_la_Pia,Geografia d'Alp,ca,Tozal de la Pía
Muntanyes d'Alp,https://ca.wikipedia.org/wiki/Categoria:Muntanyes_d%27Alp,Pla de la Bassa (Alp),https://ca.wikipedia.org/wiki/Pla_de_la_Bassa_(Alp),Geografia d'Alp,ca,Pla de la Bassa (Alp)
